genetic;exercise;smoking;alcohol;sugar;lifespan;BMI
82;1;14;9;3;63;27
81;1;0;6;2;80;28
80;2;0;2;3;93;22
79;1;4;1;2;84;20
82;1;14;6;4;61;25
79;1;20;6;1;64;26
81;2;19;3;3;69;29
77;3;7;3;2;92;31
80;2;7;9;3;69;34
77;3;9;1;2;97;18
79;3;14;6;2;85;20
78;1;0;4;3;82;23
80;2;0;0;3;84;25
82;3;22;3;1;90;17
80;0;15;9;3;56;18
79;1;18;4;1;69;25
84;2;9;7;3;73;29
77;1;21;6;2;67;15
79;2;13;8;4;74;20
79;2;16;6;3;70;28
81;4;1;6;3;98;30
81;1;11;9;1;64;31
80;1;9;7;3;66;19
79;2;15;6;3;68;30
80;1;22;1;2;64;27
81;1;6;3;1;83;19
79;3;20;7;2;87;23
82;3;14;7;2;88;23
78;2;16;2;2;79;23
78;1;0;2;5;66;29
82;2;13;3;4;72;33
81;0;8;7;1;67;29
80;2;9;5;2;83;21
80;1;20;8;2;60;23
80;1;4;5;2;74;34
78;3;14;3;3;82;21
81;2;5;9;2;82;18
79;1;9;8;2;71;26
82;1;22;8;2;61;26
81;2;17;7;1;75;28
83;1;18;10;3;57;28
79;2;22;9;2;68;20
82;1;4;2;3;81;27
79;1;10;8;1;73;18
80;1;0;5;2;76;25
79;1;0;4;1;87;20
81;1;11;6;4;68;25
81;0;9;9;2;66;19
77;2;20;8;3;65;21
77;1;6;3;4;68;23
78;2;20;7;2;70;23
81;3;20;6;3;81;19
79;3;4;8;1;98;18
80;1;10;5;3;69;21
79;2;11;5;3;72;23
79;3;22;4;2;81;28
81;1;12;3;3;65;24
80;1;19;9;2;65;26
81;1;15;8;1;75;21
79;1;19;8;2;55;32
77;1;16;9;4;57;21
81;1;2;5;2;82;19
80;2;9;8;2;82;19
82;1;7;7;3;71;26
79;1;10;8;5;65;23
80;1;11;6;2;72;26
76;2;5;6;3;77;30
76;3;8;0;3;88;32
80;2;0;7;2;86;20
83;2;13;7;1;81;29
82;3;9;9;2;83;33
80;1;7;5;3;72;25
82;1;12;1;4;72;26
79;0;13;9;2;54;28
79;1;1;4;1;81;25
80;2;15;9;4;63;30
80;2;12;7;3;75;26
80;1;1;7;2;82;17
80;1;6;0;2;89;17
80;1;0;5;2;76;24
80;1;17;2;2;67;24
81;1;21;3;3;59;32
81;2;5;7;4;74;24
79;1;17;8;3;69;15
83;1;3;3;3;80;23
82;1;0;9;2;82;15
84;3;2;4;2;101;31
81;1;13;5;1;78;24
80;1;1;9;4;70;19
79;1;0;8;1;78;27
81;1;6;6;3;76;22
78;1;9;1;4;70;23
81;1;0;7;1;83;26
78;1;8;7;4;66;22
80;2;0;6;3;83;21
79;3;2;4;1;98;22
82;1;0;7;1;85;17
79;2;10;2;2;76;35
82;1;12;7;1;71;27
79;1;10;9;2;67;23
81;1;19;9;2;69;16
77;1;3;2;2;77;23
77;3;0;4;3;104;15
76;2;4;9;4;70;24
80;2;9;8;3;80;17
78;3;10;9;3;91;19
82;3;21;5;2;82;29
82;1;2;5;2;83;23
83;3;10;8;2;91;21
81;1;9;9;1;75;21
82;3;11;2;2;85;33
83;3;12;7;4;85;21
79;2;21;1;3;75;18
82;2;14;4;2;82;23
79;1;4;1;3;81;26
84;1;14;9;3;63;22
80;2;13;8;4;69;26
82;1;14;6;3;63;26
80;1;7;3;2;74;24
81;2;1;5;3;87;20
81;2;0;4;1;91;34
80;1;1;4;3;80;22
81;2;12;9;1;74;25
82;2;12;6;4;77;23
80;4;0;5;1;110;21
78;1;6;0;2;78;15
80;2;7;9;3;74;28
81;3;10;8;2;89;27
78;1;8;8;2;69;24
81;1;0;2;2;83;23
81;1;2;2;2;75;26
79;1;13;2;2;72;20
82;3;18;0;3;87;22
81;1;14;8;3;57;32
76;4;17;0;3;86;29
80;3;10;7;2;90;22
81;2;11;10;3;68;30
81;2;22;3;1;84;19
80;3;0;4;2;109;18
81;1;4;2;3;73;29
78;2;0;2;2;91;17
78;1;1;5;1;82;23
81;3;15;2;2;93;22
80;1;6;1;3;75;27
82;2;17;3;2;82;22
82;1;21;7;2;66;26
81;2;22;8;2;71;21
82;2;12;5;2;85;23
80;1;1;9;3;65;34
81;2;6;7;4;76;22
79;1;8;8;4;68;22
78;3;19;7;4;73;17
79;2;0;9;1;80;31
81;2;1;4;4;88;27
80;1;7;6;2;76;20
81;1;1;6;4;73;25
80;2;10;8;1;77;29
78;3;18;7;2;78;25
79;2;19;2;3;64;34
79;3;13;9;3;84;23
81;4;20;6;1;97;18
78;1;8;3;3;64;36
78;1;21;7;3;58;17
78;1;0;8;2;78;19
80;1;21;4;4;52;26
80;4;6;9;3;94;22
81;1;0;7;3;77;25
78;2;4;7;3;80;23
81;3;15;4;1;97;20
81;3;11;5;3;85;33
80;1;5;8;2;71;19
81;1;2;7;3;71;25
79;2;22;4;3;63;26
76;3;17;9;2;68;32
81;1;15;8;3;63;16
82;2;0;8;1;90;23
81;2;15;7;1;79;27
80;1;11;6;1;74;23
80;1;19;2;3;64;27
79;1;3;9;4;74;17
79;3;5;1;3;95;18
81;1;13;8;3;67;17
81;3;9;8;2;90;19
80;4;7;6;3;95;25
80;2;19;5;2;68;34
81;1;14;6;1;72;18
83;1;0;7;4;75;20
78;1;20;7;2;61;27
79;2;18;3;4;69;25
77;1;13;1;4;70;17
80;3;16;6;2;82;23
79;0;14;3;3;63;19
81;3;22;6;1;83;20
80;1;9;9;3;66;18
81;1;9;6;2;65;37
82;2;10;3;2;87;24
79;1;1;8;3;76;19
79;2;0;7;2;76;41
79;2;5;2;1;92;17
76;3;1;9;3;88;26
77;1;3;7;1;70;30
80;2;14;9;2;79;21
79;1;13;6;4;65;15
80;2;10;9;3;71;28
82;2;22;9;5;69;21
79;2;11;6;2;78;27
82;2;8;1;2;87;25
79;2;20;8;2;71;19
80;1;2;6;2;83;18
80;2;6;6;1;83;26
81;2;4;4;4;72;33
80;1;1;6;2;78;22
81;1;12;7;3;62;34
78;1;1;9;2;76;19
78;1;22;7;1;51;37
83;1;2;4;4;79;24
79;2;15;8;5;66;26
78;1;6;6;2;79;17
82;3;20;6;1;87;31
79;1;18;7;2;66;21
78;1;17;5;3;63;26
78;2;7;4;2;78;35
80;2;4;6;3;81;31
81;3;21;9;2;81;25
78;0;22;9;2;44;29
78;2;0;2;2;89;21
78;2;19;6;1;74;22
79;2;6;1;2;90;19
82;1;14;8;4;66;18
80;2;18;6;1;84;22
77;2;14;4;2;68;33
82;1;0;2;1;88;21
82;3;15;7;4;82;30
79;1;5;7;3;68;23
81;2;9;6;2;78;27
81;1;0;5;2;84;19
82;1;20;9;1;64;24
80;3;0;7;4;85;28
78;2;8;2;3;79;27
78;2;14;9;3;67;22
84;1;13;7;2;76;18
80;1;10;7;2;68;20
78;3;14;9;3;79;30
80;1;16;2;1;72;30
79;1;5;9;3;72;18
79;1;0;9;5;66;27
80;2;22;9;4;57;25
77;2;21;7;2;66;24
78;1;6;0;2;77;32
80;2;0;7;2;87;19
83;1;18;8;2;65;28
77;3;18;7;2;75;25
79;1;0;7;3;80;16
79;1;22;2;4;57;28
79;2;7;7;3;77;22
77;0;5;4;2;73;18
81;2;6;9;3;78;33
82;3;10;1;2;100;19
79;1;14;2;2;68;29
77;1;15;6;3;67;20
80;1;13;7;1;67;24
82;3;21;0;4;79;28
81;1;14;8;3;66;20
81;1;21;8;5;57;24
84;2;18;0;2;90;20
81;2;19;7;2;72;23
81;1;18;8;2;65;16
81;1;2;8;2;81;23
80;3;1;8;1;99;31
79;1;16;6;2;61;25
77;1;16;9;2;63;20
78;1;14;9;2;65;25
80;1;2;6;3;75;31
82;2;18;1;2;80;21
80;3;6;1;3;96;18
80;3;11;9;2;84;22
80;3;2;7;2;95;23
80;2;15;7;1;80;20
79;1;9;9;4;55;25
76;3;17;5;1;93;20
78;2;15;2;2;80;18
77;1;13;2;1;72;21
82;2;13;6;3;71;35
80;2;6;6;2;83;26
82;1;22;7;1;60;25
78;3;22;6;3;81;18
77;2;15;0;1;89;18
78;3;22;8;3;69;30
78;3;1;7;1;98;29
79;1;0;0;1;83;24
80;2;3;9;1;83;33
80;3;11;5;2;83;29
78;3;9;7;3;86;25
80;2;10;6;2;74;27
81;1;10;7;2;75;23
81;1;14;4;2;71;23
80;0;6;8;2;63;27
82;1;16;5;3;63;26
82;1;17;6;1;66;29
80;2;13;9;2;73;23
82;2;9;4;2;85;28
79;3;19;8;4;68;26
80;1;8;1;3;79;24
82;3;9;8;1;94;24
79;2;10;2;1;83;35
80;0;3;0;3;74;20
80;1;14;1;2;68;28
79;1;10;9;4;58;27
80;2;21;8;2;75;20
81;3;14;4;4;83;20
84;2;8;6;2;76;34
80;2;3;3;3;75;39
80;2;8;6;2;77;27
79;3;5;8;1;92;25
82;3;3;2;2;99;25
80;3;18;6;3;82;23
79;2;20;9;2;66;19
78;2;17;5;3;74;18
79;1;18;2;3;71;17
81;2;16;9;3;72;25
82;2;2;6;2;89;22
82;3;13;8;4;81;20
81;1;14;3;2;74;23
82;2;11;9;1;82;21
79;1;6;0;1;83;23
81;2;15;8;3;71;28
79;1;15;8;1;66;20
80;2;1;7;4;81;26
79;3;12;2;2;88;26
79;1;5;3;2;81;23
79;3;17;8;1;88;18
78;1;2;7;2;68;28
81;2;6;10;3;79;26
82;3;21;2;1;88;29
79;3;19;3;3;81;20
81;1;10;8;2;69;22
81;2;8;3;3;86;19
78;1;22;4;2;59;34
81;2;18;10;2;74;21
83;0;1;7;3;71;21
80;2;8;6;4;72;22
82;3;0;9;2;102;19
81;3;15;2;3;90;23
80;2;1;7;3;91;17
82;1;9;4;2;76;24
79;1;14;9;2;60;23
79;3;21;7;1;84;20
78;1;14;3;3;67;24
81;1;3;5;3;79;24
78;1;14;7;2;68;18
82;2;4;2;3;74;39
81;1;0;8;3;78;23
80;1;17;1;3;68;18
81;2;18;7;2;80;22
84;1;22;6;2;64;27
79;1;17;1;2;65;27
81;2;14;7;3;68;27
81;2;18;8;3;71;23
79;2;11;6;3;77;21
79;1;9;2;2;78;21
83;2;7;9;2;84;27
80;2;12;1;3;81;26
80;1;6;3;2;79;21
80;1;0;8;2;84;18
83;1;10;9;2;70;19
82;3;15;5;2;91;24
77;1;4;6;4;66;21
81;1;2;8;2;71;32
76;3;9;9;2;87;21
79;1;1;2;4;81;22
80;2;9;9;2;85;23
80;1;1;2;3;86;20
79;1;21;6;2;64;21
84;2;18;0;4;82;24
81;3;13;5;3;78;30
80;2;13;8;4;73;20
80;1;19;8;2;60;26
79;0;1;5;3;60;37
80;0;12;1;3;70;17
81;2;3;9;2;84;18
80;2;21;7;2;70;28
82;1;2;6;3;77;32
81;1;16;6;2;64;21
78;3;2;9;5;79;26
83;1;9;9;2;68;29
79;3;1;7;1;92;30
80;2;10;9;3;82;20
81;1;8;8;1;71;27
81;2;11;7;2;80;25
81;3;1;3;3;98;19
76;1;14;6;2;62;21
81;2;16;1;2;88;19
78;1;15;8;3;58;23
82;2;5;7;1;95;19
83;1;8;8;2;74;21
83;2;17;2;1;78;30
81;4;0;5;3;105;20
81;1;16;9;1;64;28
80;2;20;5;3;69;28
81;1;0;4;1;87;24
81;0;14;4;3;59;26
80;1;16;2;2;74;27
79;2;19;5;2;74;27
80;2;10;8;1;78;24
81;1;5;7;4;69;18
83;0;21;9;2;60;21
76;1;9;9;2;63;28
80;2;18;8;4;69;21
77;2;3;9;2;84;21
81;1;7;1;2;82;17
81;2;15;5;1;78;31
82;3;16;6;2;86;21
78;2;9;7;3;78;20
79;1;21;3;2;57;36
80;1;0;6;1;82;29
81;1;5;5;3;78;23
78;0;11;5;2;62;27
80;1;7;7;2;71;25
79;1;22;5;3;57;27
77;1;14;2;2;69;25
77;1;8;8;3;60;23
79;3;12;9;2;90;20
82;3;6;8;2;92;23
80;1;15;9;2;61;24
79;1;12;8;2;70;21
82;1;18;4;4;62;22
81;1;21;8;4;51;29
79;3;1;9;1;97;23
81;2;1;8;1;87;23
83;1;16;9;2;69;24
80;1;0;6;5;73;27
80;3;15;4;3;90;23
81;0;22;6;2;57;20
79;1;4;3;1;78;29
79;2;0;7;2;86;20
79;2;9;7;3;73;28
81;1;20;3;4;66;21
78;0;9;7;4;57;25
82;2;20;7;2;78;20
78;1;0;8;4;63;26
81;2;4;9;1;82;22
82;1;21;5;3;66;24
80;1;17;9;1;62;29
79;1;3;8;2;74;20
77;1;4;4;2;79;23
80;1;14;7;4;63;22
78;1;8;3;1;68;34
80;2;13;3;2;77;22
78;3;8;6;4;82;24
79;1;22;7;2;59;25
82;2;17;9;4;67;21
80;1;11;4;2;74;18
80;1;0;8;2;80;23
81;3;16;9;4;76;19
78;1;12;10;2;69;24
83;1;22;8;2;62;23
80;2;13;3;4;78;25
80;2;1;6;1;87;20
77;2;20;7;3;69;23
79;3;9;9;3;84;18
81;0;16;7;3;59;20
79;1;1;6;2;77;17
80;2;8;5;3;84;20
79;3;14;6;5;80;23
80;1;11;8;1;74;26
82;2;0;8;1;89;21
82;1;8;4;1;83;20
80;1;19;5;3;61;20
78;2;20;0;3;74;30
82;2;11;4;4;77;25
78;2;0;8;4;80;16
78;1;6;5;2;70;22
81;1;6;9;2;66;31
81;1;12;7;2;77;16
81;1;0;5;3;83;20
78;1;15;8;2;54;44
81;2;4;7;4;74;28
78;1;9;8;2;74;21
80;2;9;6;3;75;23
81;3;12;4;4;88;23
81;1;6;4;1;80;18
81;2;0;8;2;84;22
83;1;0;5;1;88;18
81;0;0;6;1;67;33
77;2;10;2;2;88;18
80;1;5;7;2;78;24
79;1;0;8;2;78;20
80;3;3;4;2;94;25
80;1;1;8;3;80;17
81;2;11;2;1;87;20
80;3;20;9;2;75;28
82;2;11;8;3;75;21
79;2;1;4;4;76;30
81;1;19;1;3;71;19
81;1;0;6;1;87;18
84;2;18;5;2;72;28
81;1;9;4;3;75;17
79;2;3;4;3;82;26
80;1;20;6;1;64;19
81;1;7;8;3;67;23
81;2;1;0;3;100;17
80;3;6;4;3;80;38
80;1;1;8;3;68;28
80;1;10;7;2;69;26
79;3;9;7;3;94;20
81;2;3;9;3;87;23
80;2;7;4;3;87;21
81;4;22;9;2;81;29
81;2;2;9;3;90;21
81;2;16;8;2;72;33
81;2;0;9;3;94;16
81;1;0;7;1;83;22
81;3;14;0;3;80;32
79;1;2;7;3;73;16
81;2;20;2;2;74;27
82;1;5;5;3;75;17
82;2;4;9;2;87;20
78;3;0;7;3;90;28
78;1;9;3;5;62;27
80;2;11;7;2;75;32
81;2;7;9;2;83;29
81;2;4;6;2;90;22
78;2;9;1;4;72;27
82;0;10;6;2;72;17
77;1;17;7;3;58;22
82;3;21;8;4;76;26
78;1;2;3;1;87;15
78;2;7;7;2;74;30
80;1;0;4;2;78;27
81;1;10;0;3;77;21
81;1;13;2;4;72;19
80;2;7;6;2;84;15
80;2;14;8;3;76;17
81;1;12;7;2;69;20
79;2;22;6;2;67;21
80;2;1;6;3;78;35
79;0;14;8;2;57;28
80;2;10;6;1;78;29
83;2;9;0;4;85;18
78;2;22;9;2;68;18
79;1;13;8;2;70;19
82;1;19;4;2;64;27
81;1;16;6;3;66;21
80;0;10;6;2;63;24
81;2;1;4;1;86;28
79;1;8;8;3;64;22
80;2;14;6;2;78;22
78;2;0;7;3;79;31
78;0;2;5;3;66;23
80;2;5;7;3;80;20
81;2;18;4;2;70;27
80;2;3;7;1;86;19
81;1;0;7;2;76;19
81;2;5;7;2;84;19
78;1;16;6;3;59;28
82;2;16;7;3;67;25
77;3;22;4;4;67;25
81;1;18;7;2;60;32
81;2;8;10;3;70;27
78;2;18;7;2;71;20
82;2;6;8;2;82;19
79;1;13;8;4;66;18
80;1;14;9;2;67;20
79;2;14;10;2;65;32
80;1;10;7;3;66;24
79;3;7;7;4;82;23
79;1;18;9;1;65;24
79;1;3;9;4;65;23
82;0;20;6;2;56;34
79;1;4;3;2;83;20
77;1;0;6;2;76;20
80;1;1;2;2;85;19
79;1;1;1;2;79;32
81;2;0;9;4;76;30
78;2;18;6;3;69;23
81;3;2;1;2;102;20
77;2;16;5;3;73;27
79;1;11;6;2;67;30
78;1;13;2;1;74;20
79;1;17;3;2;68;26
79;1;16;1;4;67;20
81;1;5;3;1;88;22
82;1;18;2;2;73;22
80;1;19;8;2;64;25
80;1;21;5;1;69;28
80;2;3;7;3;76;32
80;3;12;6;3;83;24
80;0;16;9;3;46;31
80;1;10;9;2;72;18
81;1;13;9;1;74;20
78;2;4;4;5;82;19
81;1;17;9;2;63;31
80;2;18;3;2;83;17
80;2;1;6;2;89;24
80;1;14;5;4;58;28
78;3;5;7;2;89;22
79;2;5;2;2;92;24
78;2;1;1;3;86;21
78;3;19;7;3;82;24
80;1;9;3;1;69;33
78;2;1;0;2;91;24
80;0;2;4;2;69;29
81;2;3;9;5;80;17
81;2;12;9;4;76;20
79;1;1;5;3;79;21
81;2;12;8;1;84;23
79;1;21;2;2;61;27
82;0;20;6;2;56;27
82;1;0;9;2;80;22
81;1;2;7;3;72;26
81;2;14;7;2;78;22
81;1;11;0;2;74;26
80;1;9;5;2;68;25
78;1;16;6;3;67;21
78;1;15;7;1;61;25
79;3;12;6;1;92;18
77;2;5;9;2;80;24
83;3;18;5;2;84;26
83;3;1;4;3;93;28
80;0;19;8;2;56;18
79;1;19;7;1;67;23
82;3;21;0;3;82;25
77;2;12;1;1;84;28
83;1;17;4;3;65;30
78;1;7;9;2;75;15
79;0;0;8;3;63;31
81;1;14;7;3;62;36
79;2;6;6;2;79;20
82;2;10;6;3;80;27
79;4;0;7;3;97;31
83;2;0;5;2;98;19
79;0;1;3;3;70;28
77;2;3;1;1;83;30
82;2;0;8;1;87;22
80;1;22;6;4;59;18
80;1;5;5;2;80;27
80;2;0;4;3;91;19
82;3;16;8;3;80;23
79;1;21;7;2;64;25
79;1;14;4;1;67;29
79;1;7;2;3;73;20
84;2;10;6;2;91;24
81;2;19;3;3;76;22
79;2;5;3;1;95;17
81;2;6;6;2;82;21
77;2;3;6;4;78;25
80;1;17;7;1;63;27
79;1;5;6;2;78;24
76;0;0;7;2;69;23
82;1;1;6;3;73;24
80;1;13;9;3;69;18
77;1;17;1;2;60;35
79;0;16;2;3;57;26
81;2;3;9;2;89;16
80;1;9;2;3;70;22
80;2;4;7;1;85;27
81;1;9;7;3;66;24
81;2;0;1;3;86;35
77;2;22;9;2;65;29
81;2;7;6;1;94;15
80;1;9;3;3;73;18
77;0;0;8;4;61;26
82;1;14;9;4;61;20
80;2;19;5;2;74;20
82;1;1;5;1;83;26
81;3;3;1;3;101;18
81;2;0;1;2;93;30
81;1;5;3;2;77;28
82;1;4;4;4;72;20
80;2;1;2;2;90;20
78;0;14;5;2;64;19
81;1;13;9;3;63;29
81;0;0;3;4;73;19
84;1;11;3;2;76;27
82;1;3;0;2;86;25
78;1;7;9;4;67;19
82;2;15;6;2;83;17
79;1;3;9;2;77;19
79;2;11;1;3;82;23
81;2;19;9;2;78;18
77;3;18;5;3;79;22
79;1;14;9;2;68;21
81;1;3;9;2;72;31
81;1;21;8;2;64;21
81;1;4;9;3;65;33
78;2;4;1;1;96;17
81;2;14;5;1;81;19
81;1;0;1;1;86;25
78;2;16;4;3;73;19
78;1;0;6;3;74;18
81;1;1;6;2;74;27
81;2;1;4;3;87;18
81;1;2;6;3;74;29
77;2;20;9;3;67;21
81;2;9;9;2;81;20
83;4;4;3;2;105;27
81;1;6;1;2;80;27
81;3;4;8;3;91;21
80;3;12;5;4;80;23
82;2;9;6;1;86;23
79;3;0;8;2;101;18
79;3;10;8;3;84;22
80;2;6;6;2;84;22
81;2;0;8;3;84;31
84;2;1;5;1;88;37
79;3;1;3;2;105;19
82;2;22;6;2;69;23
83;1;20;3;3;68;19
80;2;17;5;3;72;16
78;3;20;7;2;84;19
81;1;8;5;2;66;29
83;3;22;5;2;77;28
81;1;21;10;4;54;22
76;3;10;9;4;75;29
81;2;16;6;2;73;32
84;1;4;8;4;74;19
81;3;1;7;2;97;17
78;1;0;3;2;84;22
77;2;5;7;2;75;27
79;2;16;1;3;83;22
79;1;21;9;3;60;21
80;0;20;1;2;63;22
82;2;9;4;2;91;20
79;2;11;9;2;75;28
77;3;8;7;2;91;20
79;2;18;5;5;70;19
82;0;17;7;3;61;17
79;2;8;5;2;79;25
82;1;0;6;2;81;22
80;1;3;6;3;76;23
80;1;8;8;2;77;18
80;2;20;9;2;67;23
80;2;6;7;1;80;23
81;1;17;1;3;70;25
81;3;1;5;2;104;24
80;3;0;1;2;100;32
79;1;19;2;3;61;31
82;3;17;9;3;84;18
81;1;7;2;1;84;18
80;1;9;0;2;80;24
80;1;20;8;2;59;33
80;1;0;5;2;76;27
81;2;19;8;3;68;25
79;2;3;7;3;81;22
82;2;4;1;2;90;23
82;1;4;4;2;81;27
81;2;1;4;3;87;30
79;1;11;9;3;64;23
79;1;7;8;4;69;22
77;1;0;7;2;74;23
79;1;9;1;3;78;22
79;3;4;1;3;103;16
78;2;10;8;1;85;14
81;1;3;6;2;81;21
81;4;8;8;2;100;21
81;2;14;8;2;73;26
78;1;9;2;3;73;17
79;2;19;4;2;72;25
79;1;12;6;2;65;32
82;1;12;9;2;68;26
78;2;13;8;2;76;23
82;2;2;1;3;99;17
81;1;18;7;1;74;17
81;1;16;6;3;65;24
82;2;0;1;3;94;28
80;1;12;1;4;66;28
78;2;15;6;2;68;24
79;1;19;5;2;64;26
76;1;16;4;2;61;33
77;0;1;8;3;62;29
81;3;15;7;3;84;22
79;1;12;9;2;68;18
79;1;13;3;2;78;17
81;3;19;8;3;80;16
79;0;19;10;3;52;20
81;1;5;9;3;76;22
77;1;0;2;3;80;19
80;1;14;9;2;72;21
82;1;0;3;3;87;19
78;1;17;7;2;66;23
79;2;17;3;2;83;18
80;3;11;6;2;86;29
79;1;5;1;4;65;35
79;0;19;2;4;54;23
78;1;3;2;4;72;21
78;2;13;7;1;72;26
79;1;10;3;2;75;22
81;3;7;1;2;92;29
78;0;4;1;3;72;22
79;1;2;5;3;74;23
82;0;16;0;3;62;22
81;2;6;8;2;80;21
83;2;18;1;3;78;20
78;2;21;4;2;72;21
79;1;12;10;3;70;19
82;2;1;2;3;95;22
77;3;13;7;2;89;22
80;2;0;3;1;97;21
81;3;17;8;2;87;23
82;2;0;1;2;99;21
79;1;1;7;3;71;25
80;1;19;5;2;68;20
79;1;20;5;1;65;24
79;3;14;10;3;83;22
79;2;0;7;2;85;29
80;3;13;9;2;89;17
83;2;20;1;3;76;24
77;1;22;6;3;55;28
80;2;9;9;2;74;24
81;1;1;6;2;78;23
80;2;0;8;3;85;21
79;1;0;4;2;85;17
80;3;7;2;3;93;25
79;2;22;6;2;78;16
79;1;18;1;3;67;19
80;2;3;2;3;80;28
79;1;0;3;2;79;22
81;1;17;4;2;64;27
81;1;10;9;4;59;28
82;1;1;9;2;77;26
79;1;3;1;4;72;21
80;3;1;9;3;87;25
79;2;15;7;3;74;19
78;1;18;4;2;65;25
79;1;10;6;3;68;26
81;1;1;3;3;81;22
80;1;1;9;2;69;28
80;3;1;4;3;89;39
80;1;7;4;2;79;21
80;1;2;9;2;75;30
82;2;19;6;2;77;23
81;3;6;2;2;93;27
83;1;0;1;3;86;22
79;3;12;5;1;98;15
80;2;0;5;1;93;28
81;2;6;2;2;80;36
82;2;0;5;4;91;21
78;0;15;0;3;62;19
78;1;21;8;3;60;22
78;2;12;9;1;81;21
79;3;0;7;1;103;14
79;2;6;6;3;75;30
81;2;17;9;3;74;22
83;2;17;4;4;75;18
84;1;8;8;2;71;28
81;1;11;1;3;61;37
78;1;16;8;2;68;19
79;2;8;7;5;79;21
84;1;2;4;1;87;26
80;1;16;9;3;57;28
80;2;15;0;3;78;24
79;0;1;4;1;73;28
82;0;17;6;2;58;27
82;1;5;1;3;75;27
79;2;21;8;2;67;25
81;2;20;6;4;65;22
79;2;5;9;1;90;21
80;1;19;9;4;55;23
81;1;0;8;3;75;17
81;1;2;8;3;68;34
82;1;17;5;3;69;22
79;1;5;3;2;79;21
83;2;15;3;4;74;28
81;2;19;1;3;72;29
80;2;17;7;3;63;40
82;2;2;4;2;83;30
83;2;20;8;3;78;23
81;1;5;8;2;72;27
78;2;8;7;1;82;22
80;2;19;5;2;72;20
83;1;7;3;2;79;24
80;1;16;2;3;62;27
81;1;18;5;2;72;23
80;2;6;9;1;89;26
77;1;13;2;2;64;35
80;2;14;5;3;73;25
80;2;2;9;2;87;23
80;2;3;6;3;80;33
81;2;3;6;3;83;29
81;1;8;2;2;80;16
80;2;0;5;3;84;23
80;1;2;6;2;74;26
78;0;2;8;3;61;27
80;3;2;5;2;95;24
78;2;0;7;4;86;21
82;2;9;8;1;85;21
79;3;18;7;2;85;20
78;1;2;7;3;74;22
80;1;9;9;2;77;18
80;1;19;1;1;67;28
80;3;20;4;2;75;34
79;2;20;8;2;70;19
82;2;4;3;1;88;21
78;2;7;7;1;80;27
78;1;21;8;3;57;27
80;1;5;6;3;72;28
81;3;9;9;2;87;24
79;2;22;6;2;66;29
83;1;1;8;3;80;16
81;2;13;9;4;67;28
79;1;12;9;2;72;18
84;2;2;4;2;97;21
81;1;11;0;3;77;18
78;1;11;8;2;70;21
80;1;14;8;2;60;27
79;2;15;7;5;68;28
80;2;20;9;1;70;22
79;2;16;4;3;76;28
80;2;15;8;2;72;25
79;1;12;5;2;69;29
81;1;5;7;3;71;23
80;3;3;4;2;96;20
77;1;13;2;2;73;20
79;1;14;0;3;59;37
79;1;17;1;3;66;24
81;1;22;6;4;55;24
82;2;19;9;3;71;18
79;2;12;3;1;92;15
79;2;5;2;4;82;22
81;2;12;1;4;74;23
82;2;2;9;4;79;19
83;1;13;2;2;79;23
78;1;19;4;2;65;21
79;1;12;3;1;79;23
78;1;13;8;2;66;28
80;3;4;0;3;96;29
79;1;18;9;2;63;24
83;1;0;3;3;81;29
79;1;18;4;3;63;27
78;2;19;8;3;66;21
83;3;0;1;2;101;23
80;3;1;3;5;86;29
79;0;6;4;2;69;22
79;1;4;8;3;72;23
83;3;0;9;2;98;34
80;2;5;8;2;90;15
80;1;2;1;3;81;26
81;1;20;4;3;55;26
77;3;6;1;3;83;37
82;3;11;9;1;85;30
80;2;6;5;1;88;17
81;2;13;6;2;80;19
80;2;9;5;3;77;21
78;1;20;9;3;57;24
80;1;13;7;1;61;34
83;2;1;7;3;82;26
77;1;4;9;3;70;26
81;1;4;9;3;70;24
79;1;5;4;1;86;19
83;3;13;9;2;91;22
80;2;10;9;3;73;26
82;1;17;6;3;67;24
83;1;0;2;2;83;28
79;2;22;8;2;65;27
80;2;21;2;1;81;21
79;1;14;2;1;76;24
79;2;3;0;2;98;17
79;3;11;9;1;92;26
82;2;19;6;1;79;24
79;1;7;8;1;75;24
78;1;2;4;2;77;33
81;1;22;5;1;71;18
79;2;2;8;4;80;16
79;1;10;7;3;65;24
81;2;18;7;2;75;25
76;1;12;7;1;72;18
82;3;16;3;3;91;25
82;1;11;5;2;81;18
81;1;3;3;4;71;23
79;0;14;9;2;54;24
82;1;5;8;2;76;24
82;1;0;9;4;78;23
84;1;21;9;3;65;21
80;3;12;7;3;79;27
82;2;2;9;2;83;21
79;1;15;4;2;61;30
80;1;5;7;3;75;18
82;1;17;1;1;78;24
80;2;22;9;2;66;29
79;3;10;6;4;82;26
80;2;11;9;2;74;25
79;1;7;3;4;73;20
83;1;2;9;4;74;21
81;3;0;4;2;106;21
83;1;21;8;2;57;33
78;1;19;1;4;63;23
79;1;0;8;3;81;15
80;1;9;5;3;63;29
76;3;2;9;3;87;32
81;2;3;4;2;85;26
82;3;15;8;3;83;21
81;3;1;5;2;101;24
80;2;7;2;2;83;21
79;1;0;9;2;72;32
78;1;0;9;4;62;28
81;1;22;7;3;61;21
80;3;3;8;3;85;26
